Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions,Save% (Penalty Kicks)
Noah Naujoks,NED,MF,23,Excelsior,Eredivisie,0.44,0.00,0.44,0.35,0.09,0.09,0.09,0.00,0.31,0.24,0.04,0.28,0.79,2.55,2.82,Shooting,Per 90,2.02,0.62,30.4%,0.17,0.57,14.10,0.00,0.12,+0.13,+0.11,Passing,18.48,25.95,71.2%,297.89,78.74,9.59,11.52,83.2%,7.04,10.29,68.4%,1.14,2.20,52.0%,0.04,0.79,2.46,0.18,0.00,Pass Types,24.99,0.97,0.35,0.09,0.00,0.44,0.09,0.00,0.00,0.00,0.00,0.00,0.97,Goal and Shot Creation,1.41,1.06,0.00,0.09,0.09,0.00,0.18,0.18,0.09,0.00,0.09,0.00,0.00,0.00,Defense,2.29,1.14,0.53,1.23,0.53,1.14,2.46,46.4%,1.32,1.32,0.35,1.32,3.61,1.58,0.00,Possession,40.12,1.76,7.48,22.17,11.00,3.26,40.03,2.02,0.79,39.1%,1.23,60.9%,17.60,78.56,33.26,1.06,0.26,2.02,0.70,21.73,Miscellaneous Stats,0.00,2.02,1.23,0.00,0.00,0.00,0.00,3.26,1.94,2.46,44.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darko Nejašmić,CRO,MF,26,NEC Nijmegen,Eredivisie,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.05,0.05,0.08,0.13,1.49,5.76,0.93,Shooting,Per 90,0.74,0.37,50.0%,0.13,0.25,15.90,0.00,0.06,+0.05,+0.05,Passing,42.72,51.83,82.4%,828.67,283.56,16.07,18.48,86.9%,20.15,22.48,89.7%,5.67,8.92,63.5%,0.17,0.56,5.76,0.93,0.19,Pass Types,50.53,1.21,1.21,0.28,0.28,0.56,0.00,0.00,0.00,0.00,0.00,0.09,1.67,Goal and Shot Creation,1.95,1.67,0.00,0.09,0.09,0.00,0.09,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Defense,2.69,1.67,0.74,1.30,0.65,1.30,2.60,50.0%,1.30,2.41,0.74,0.84,3.53,3.99,0.00,Possession,65.39,4.09,18.02,39.01,9.57,0.84,65.39,1.21,0.84,69.2%,0.37,30.8%,34.64,168.11,75.23,1.67,0.09,0.84,0.46,35.94,Miscellaneous Stats,0.00,1.21,0.65,0.00,0.00,0.09,0.00,7.24,2.23,2.41,48.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bart Nieuwkoop,NED,DF,29,Feyenoord,Eredivisie,0.16,0.00,0.16,0.16,0.00,0.00,0.48,0.00,0.13,0.13,0.05,0.18,0.96,5.74,5.27,Shooting,Per 90,0.96,0.48,50.0%,0.17,0.33,10.00,0.00,0.13,+0.03,+0.03,Passing,38.14,51.38,74.2%,568.09,222.29,21.06,24.10,87.4%,15.00,20.90,71.8%,1.28,3.35,38.1%,0.24,0.96,4.15,0.96,0.16,Pass Types,42.93,8.46,0.16,0.16,0.00,1.91,8.30,0.00,0.00,0.00,0.00,0.00,0.96,Goal and Shot Creation,1.60,1.12,0.16,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,3.03,2.39,0.96,1.60,0.48,2.07,2.71,76.5%,0.64,1.28,0.32,1.44,4.47,5.11,0.32,Possession,65.59,4.31,14.84,30.32,20.59,3.83,65.59,0.64,0.16,25.0%,0.48,75.0%,27.93,110.43,53.14,1.12,0.16,1.76,0.00,33.35,Miscellaneous Stats,0.00,1.76,0.32,0.00,0.00,0.00,0.00,3.51,3.51,1.91,64.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Nökkvi Hlynsson,ISL,MF,21,Twente,Eredivisie,0.18,0.18,0.36,0.18,0.00,0.00,0.07,0.04,0.31,0.31,0.13,0.44,1.85,4.42,5.31,Shooting,Per 90,2.92,1.14,39.0%,0.06,0.16,17.90,0.14,0.11,-0.13,-0.13,Passing,27.91,36.39,76.7%,446.40,113.77,14.22,16.82,84.5%,10.87,12.94,84.0%,1.78,3.78,47.2%,0.14,1.32,2.57,1.25,0.11,Pass Types,33.58,2.57,0.53,0.18,0.29,1.96,0.43,0.93,0.21,0.50,0.00,0.25,0.50,Goal and Shot Creation,3.42,2.42,0.39,0.11,0.29,0.14,0.07,0.43,0.39,0.00,0.00,0.04,0.00,0.00,Defense,1.32,0.93,0.46,0.82,0.04,0.50,1.11,45.2%,0.61,0.68,0.18,0.53,1.85,0.96,0.00,Possession,47.69,1.18,7.45,20.96,19.75,3.24,47.69,1.85,0.61,32.7%,1.07,57.7%,26.31,151.09,71.68,1.68,0.32,2.03,0.78,30.37,Miscellaneous Stats,0.04,0.93,1.35,0.11,0.00,0.00,0.00,3.74,0.86,0.89,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andries Noppert,NED,GK,31,Heerenveen,Eredivisie,,,,,,0.07,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,4.45,2.96,66.7%,0.35,0.21,0.49,0.07,7.1%,0.07,0.00,0.00,Advanced Goalkeeping,0.00,0.14,0.07,1.50,0.34,+0.01,5.01,16.59,30.2%,34.73,4.38,36.2%,33.4,5.79,67.1%,49.9,12.35,0.99,8.0%,1.62,15.0,0.0%
Tyrese Noslin,CUW,DF,23,Telstar,Eredivisie,0.06,0.06,0.13,0.06,0.00,0.00,0.26,0.00,0.10,0.10,0.13,0.23,2.32,3.41,6.57,Shooting,Per 90,1.42,0.71,50.0%,0.05,0.09,20.20,0.00,0.07,-0.03,-0.03,Passing,25.96,37.04,70.1%,474.67,168.53,11.40,13.59,83.9%,10.95,14.95,73.3%,3.09,6.64,46.6%,0.10,0.64,2.19,0.97,0.39,Pass Types,29.06,7.73,0.32,0.13,0.19,2.64,7.41,0.00,0.00,0.00,0.00,0.26,1.22,Goal and Shot Creation,1.74,1.22,0.06,0.13,0.13,0.19,0.00,0.19,0.13,0.00,0.00,0.06,0.00,0.00,Defense,2.32,1.68,1.29,0.97,0.06,1.68,2.90,57.8%,1.22,1.74,0.52,1.48,3.80,3.74,0.13,Possession,54.44,4.64,17.07,19.58,18.10,2.19,54.44,2.51,0.58,23.1%,1.68,66.7%,25.77,133.04,74.73,2.00,0.45,2.58,0.71,26.16,Miscellaneous Stats,0.00,1.42,1.68,0.06,0.00,0.06,0.00,4.64,0.71,0.71,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armando Obispo,CUW,DF,26,PSV Eindhoven,Eredivisie,0.16,0.00,0.16,0.16,0.00,0.00,0.16,0.00,0.15,0.15,0.00,0.15,1.30,5.51,0.16,Shooting,Per 90,1.46,0.81,55.6%,0.11,0.20,9.50,0.00,0.10,+0.02,+0.02,Passing,63.73,73.14,87.1%,1228.22,472.38,24.97,26.43,94.5%,30.97,34.05,91.0%,7.14,10.22,69.8%,0.02,0.00,7.62,0.16,0.00,Pass Types,69.73,2.76,0.97,0.00,0.32,0.00,0.16,0.00,0.00,0.00,0.00,0.65,0.65,Goal and Shot Creation,1.46,1.14,0.00,0.00,0.32,0.00,0.00,0.16,0.00,0.00,0.00,0.16,0.00,0.00,Defense,0.32,0.16,0.00,0.32,0.00,0.32,0.97,33.3%,0.65,1.14,0.49,1.30,1.62,5.35,0.00,Possession,83.68,7.62,33.57,46.05,4.38,1.62,83.68,0.49,0.49,100.0%,0.00,0.0%,46.38,217.14,117.73,0.65,0.00,0.16,0.32,56.59,Miscellaneous Stats,0.00,0.32,0.49,0.00,0.00,0.00,0.00,4.22,4.54,3.24,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Odoi,GHA,DF,37,NAC Breda,Eredivisie,0.06,0.00,0.06,0.06,0.00,0.00,0.28,0.06,0.05,0.05,0.05,0.10,1.07,4.75,1.24,Shooting,Per 90,0.73,0.23,30.8%,0.08,0.25,17.10,0.00,0.06,+0.01,+0.01,Passing,51.75,58.81,88.0%,950.85,290.00,17.80,19.27,92.4%,28.08,30.51,92.0%,4.58,6.78,67.5%,0.06,0.45,3.62,0.28,0.17,Pass Types,54.75,3.95,2.26,0.06,0.11,0.85,1.19,0.00,0.00,0.00,0.00,0.11,0.40,Goal and Shot Creation,1.02,0.68,0.06,0.00,0.11,0.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.73,0.34,0.17,0.40,0.17,0.23,0.57,40.0%,0.34,0.90,0.51,1.24,1.98,4.46,0.17,Possession,70.28,6.16,26.55,37.18,7.18,1.02,70.28,0.90,0.34,37.5%,0.51,56.3%,46.16,261.30,115.14,0.85,0.00,1.02,0.62,45.20,Miscellaneous Stats,0.06,1.75,1.13,0.00,0.00,0.11,0.00,4.07,2.60,2.09,55.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelio Oehlers,NED,FW,21,Volendam,Eredivisie,0.18,0.00,0.18,0.18,0.00,0.00,0.09,0.00,0.08,0.08,0.14,0.22,5.05,1.35,7.93,Shooting,Per 90,1.17,0.72,61.5%,0.15,0.25,19.10,0.00,0.07,+0.10,+0.10,Passing,15.14,22.25,68.0%,246.85,44.32,8.02,10.63,75.4%,5.77,8.11,71.1%,1.17,2.07,56.5%,0.18,0.81,0.00,1.35,0.90,Pass Types,21.71,0.54,0.18,0.09,0.00,4.86,0.27,0.09,0.00,0.00,0.00,0.00,0.45,Goal and Shot Creation,1.53,1.26,0.00,0.18,0.00,0.09,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Defense,0.63,0.36,0.36,0.18,0.09,0.27,0.63,42.9%,0.36,0.45,0.00,0.27,0.90,0.81,0.00,Possession,31.62,1.17,4.05,10.00,18.38,2.88,31.62,2.70,0.99,36.7%,1.62,60.0%,22.34,213.78,125.95,1.98,1.80,1.89,1.89,22.97,Miscellaneous Stats,0.00,0.36,1.26,0.36,0.00,0.00,0.00,3.15,0.54,0.99,35.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayne van Oevelen,NED,GK,22,Volendam,Eredivisie,,,,,,0.11,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,6.06,4.33,72.5%,0.17,0.28,0.56,0.06,5.6%,0.11,0.00,0.00,Advanced Goalkeeping,0.00,0.11,0.06,1.82,0.29,+0.09,6.33,23.94,26.5%,38.00,4.44,48.0%,41.3,8.00,71.5%,57.9,16.44,1.00,6.1%,0.94,11.7,0.0%
Guus Offerhaus,NED,"DF,MF",25,Telstar,Eredivisie,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.02,0.02,0.11,0.13,0.83,3.39,0.78,Shooting,Per 90,0.50,0.11,22.2%,0.00,0.00,27.40,0.06,0.03,-0.02,-0.02,Passing,34.11,42.50,80.3%,704.00,217.44,9.00,10.33,87.1%,20.56,22.89,89.8%,4.28,8.44,50.7%,0.07,1.06,2.61,0.28,0.06,Pass Types,37.44,4.83,2.44,0.00,0.33,3.06,0.39,1.94,1.06,0.72,0.00,0.22,0.56,Goal and Shot Creation,1.83,1.22,0.61,0.00,0.00,0.00,0.00,0.17,0.06,0.11,0.00,0.00,0.00,0.00,Defense,1.28,0.50,0.89,0.28,0.11,0.61,1.17,52.4%,0.56,1.39,0.83,0.89,2.17,5.06,0.22,Possession,54.72,6.56,22.44,25.44,7.11,0.50,54.72,0.50,0.22,44.4%,0.28,55.6%,28.50,174.33,83.72,0.33,0.00,1.06,0.61,29.50,Miscellaneous Stats,0.00,1.28,0.17,0.00,0.00,0.00,0.00,4.39,1.00,1.67,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koki Ogawa,JPN,FW,28,NEC Nijmegen,Eredivisie,0.41,0.14,0.55,0.35,0.07,0.07,0.07,0.00,0.48,0.42,0.10,0.52,0.35,1.17,4.62,Shooting,Per 90,2.76,1.10,40.0%,0.13,0.31,11.70,0.00,0.15,-0.06,-0.08,Passing,9.59,14.01,68.5%,126.23,21.05,6.35,8.56,74.2%,2.21,2.83,78.0%,0.48,0.69,70.0%,0.09,1.04,1.04,0.14,0.00,Pass Types,13.60,0.35,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.28,Goal and Shot Creation,1.45,1.10,0.00,0.07,0.21,0.07,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Defense,0.83,0.55,0.07,0.48,0.28,0.21,0.48,42.9%,0.28,0.35,0.07,0.14,0.97,0.83,0.07,Possession,24.23,0.97,1.79,9.52,13.11,4.76,24.16,0.76,0.41,54.5%,0.35,45.5%,12.77,46.52,11.94,0.48,0.00,2.14,1.10,17.46,Miscellaneous Stats,0.00,1.04,1.24,0.41,0.00,0.00,0.00,1.45,3.93,5.04,43.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neville Ogidi Nwankwo,NED,DF,23,Telstar,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.11,0.11,0.01,0.14,0.50,2.01,0.50,Shooting,Per 90,0.88,0.13,14.3%,0.00,0.00,7.30,0.00,0.13,-0.11,-0.11,Passing,30.71,35.35,86.9%,610.07,164.33,9.15,10.03,91.3%,18.43,19.93,92.5%,3.13,4.64,67.6%,0.01,0.25,1.50,0.25,0.00,Pass Types,33.47,1.75,0.38,0.00,0.13,0.00,0.63,0.00,0.00,0.00,0.00,0.13,0.50,Goal and Shot Creation,0.75,0.63,0.00,0.00,0.13,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Defense,1.88,0.75,0.88,0.75,0.25,0.25,0.88,28.6%,0.63,1.00,0.50,1.63,3.51,6.02,0.13,Possession,49.01,8.02,28.45,17.92,3.64,1.50,49.01,0.13,0.13,100.0%,0.00,0.0%,25.95,144.90,50.89,0.63,0.00,1.25,0.00,25.45,Miscellaneous Stats,0.00,1.00,0.13,0.13,0.00,0.13,0.00,5.01,2.26,1.63,58.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredrik Oldrup Jensen,NOR,"DF,MF",32,NAC Breda,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.04,0.04,0.08,0.64,5.37,0.51,Shooting,Per 90,0.51,0.13,25.0%,0.00,0.00,9.60,0.00,0.08,-0.04,-0.04,Passing,49.22,58.68,83.9%,866.12,288.92,21.22,23.27,91.2%,23.52,26.59,88.5%,3.84,7.03,54.5%,0.04,1.02,4.60,0.26,0.00,Pass Types,57.14,1.41,1.02,0.00,0.77,0.38,0.13,0.13,0.00,0.13,0.00,0.13,1.02,Goal and Shot Creation,1.79,1.53,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.79,1.28,0.89,0.77,0.13,0.77,2.68,28.6%,1.92,1.66,0.64,1.66,3.45,2.68,0.00,Possession,68.39,3.84,21.61,39.38,7.67,1.28,68.39,0.38,0.13,33.3%,0.26,66.7%,41.80,207.10,87.44,0.64,0.00,0.38,0.51,44.87,Miscellaneous Stats,0.00,0.89,1.02,0.00,0.00,0.00,0.00,5.37,2.56,2.30,52.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Oliveira Rosa,BRA,DF,25,Ajax,Eredivisie,0.00,0.07,0.07,0.00,0.00,0.00,0.15,0.00,0.04,0.04,0.03,0.07,1.84,3.39,3.24,Shooting,Per 90,0.66,0.37,55.6%,0.00,0.00,17.70,0.00,0.07,-0.04,-0.04,Passing,51.15,59.04,86.6%,847.08,209.63,24.77,26.83,92.3%,23.00,26.17,87.9%,2.58,4.20,61.4%,0.04,0.44,3.39,0.22,0.00,Pass Types,51.74,7.30,1.33,0.00,0.22,1.18,5.97,0.00,0.00,0.00,0.00,0.00,0.52,Goal and Shot Creation,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,2.06,1.25,1.18,0.74,0.15,1.25,1.84,68.0%,0.59,1.47,0.96,1.55,3.61,4.28,0.07,Possession,71.57,5.60,27.27,32.43,12.90,1.77,71.57,1.47,0.52,35.0%,0.88,60.0%,37.00,195.11,93.61,0.74,0.22,1.11,0.22,44.00,Miscellaneous Stats,0.00,1.62,0.66,0.00,0.00,0.15,0.00,3.61,1.25,1.03,54.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basar Onal,TUR,"DF,FW",21,NEC Nijmegen,Eredivisie,0.27,0.46,0.73,0.27,0.00,0.00,0.40,0.00,0.19,0.19,0.20,0.39,3.91,2.79,10.81,Shooting,Per 90,2.19,1.13,51.5%,0.12,0.24,16.30,0.07,0.09,+0.07,+0.07,Passing,22.95,33.89,67.7%,390.44,110.29,10.74,13.53,79.4%,9.15,13.07,70.1%,2.19,4.44,49.3%,0.23,1.99,0.99,2.06,0.86,Pass Types,31.57,2.26,0.00,0.00,0.33,4.64,0.99,1.26,0.93,0.00,0.00,0.07,0.53,Goal and Shot Creation,4.11,2.92,0.27,0.60,0.27,0.07,0.00,0.93,0.80,0.00,0.07,0.07,0.00,0.00,Defense,1.59,1.26,0.66,0.46,0.46,0.93,2.12,43.8%,1.19,0.60,0.07,0.53,2.12,0.73,0.07,Possession,48.88,0.99,6.57,16.91,26.73,4.51,48.88,4.71,1.86,39.4%,2.65,56.3%,29.58,203.21,108.84,1.99,1.46,3.78,1.19,32.10,Miscellaneous Stats,0.00,1.26,1.39,0.60,0.00,0.00,0.00,5.04,0.99,1.26,44.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thijs Oosting,NED,MF,25,Zwolle,Eredivisie,0.16,0.05,0.22,0.16,0.00,0.00,0.16,0.00,0.24,0.24,0.11,0.35,1.18,3.12,4.19,Shooting,Per 90,1.61,0.59,36.7%,0.10,0.27,17.70,0.16,0.15,-0.08,-0.08,Passing,20.11,29.84,67.4%,331.45,94.35,9.19,11.83,77.7%,7.63,10.70,71.4%,1.99,4.46,44.6%,0.17,1.24,2.20,0.70,0.00,Pass Types,25.22,4.30,1.08,0.22,0.16,2.37,0.16,1.29,0.75,0.38,0.00,0.32,0.43,Goal and Shot Creation,2.04,1.29,0.48,0.05,0.11,0.00,0.11,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Defense,1.51,0.91,0.75,0.65,0.11,0.54,2.26,23.8%,1.72,0.54,0.11,0.75,2.26,2.20,0.00,Possession,40.05,2.26,8.71,18.33,13.33,2.31,40.05,0.75,0.16,21.4%,0.54,71.4%,17.85,86.24,38.17,0.48,0.16,1.99,0.75,22.47,Miscellaneous Stats,0.00,1.40,0.54,0.11,0.00,0.00,0.00,2.69,0.97,1.08,47.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sami Ouaissa,NED,"DF,FW",21,NEC Nijmegen,Eredivisie,0.30,0.11,0.41,0.30,0.00,0.00,0.26,0.04,0.17,0.17,0.15,0.32,2.90,2.86,8.18,Shooting,Per 90,1.64,0.63,38.6%,0.18,0.47,17.40,0.11,0.10,+0.13,+0.13,Passing,20.66,27.83,74.2%,339.64,78.70,10.44,12.63,82.6%,7.73,9.70,79.7%,1.90,3.38,56.0%,0.22,1.26,1.64,1.30,0.33,Pass Types,25.83,1.78,0.48,0.15,0.15,2.60,0.74,0.56,0.33,0.04,0.00,0.22,0.52,Goal and Shot Creation,3.42,2.42,0.15,0.45,0.19,0.22,0.00,0.45,0.19,0.00,0.11,0.04,0.11,0.00,Defense,1.04,0.52,0.30,0.56,0.19,0.45,1.30,34.3%,0.85,0.67,0.15,0.52,1.56,0.97,0.00,Possession,39.61,0.97,4.87,15.01,20.51,3.83,39.61,3.38,1.56,46.2%,1.75,51.6%,24.34,171.42,79.78,2.16,1.19,2.82,1.34,26.79,Miscellaneous Stats,0.00,1.60,1.41,0.22,0.04,0.00,0.00,3.72,0.71,0.78,47.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayoub Oufkir,NED,"FW,MF",20,Sparta R'dam,Eredivisie,0.12,0.25,0.37,0.12,0.00,0.00,0.25,0.00,0.46,0.46,0.23,0.69,4.81,2.96,8.88,Shooting,Per 90,3.21,1.11,34.6%,0.04,0.11,16.80,0.00,0.14,-0.33,-0.33,Passing,20.47,29.10,70.3%,335.22,92.84,10.36,12.33,84.0%,8.01,10.73,74.7%,1.48,3.58,41.4%,0.18,0.99,2.10,1.23,0.00,Pass Types,27.25,1.85,0.12,0.25,0.00,3.95,0.74,0.99,0.86,0.00,0.00,0.00,0.62,Goal and Shot Creation,2.84,1.60,0.12,0.49,0.37,0.12,0.12,0.37,0.12,0.12,0.00,0.12,0.00,0.00,Defense,0.99,0.74,0.49,0.12,0.37,0.37,1.73,21.4%,1.36,0.86,0.25,0.37,1.36,1.23,0.00,Possession,45.62,1.11,6.78,15.66,24.78,5.05,45.62,5.18,2.10,40.5%,2.71,52.4%,30.33,248.79,131.79,3.08,1.48,4.32,0.99,29.71,Miscellaneous Stats,0.00,1.36,1.23,0.12,0.00,0.00,0.00,4.19,0.37,0.62,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayoub Oufkir,NED,FW,20,AZ Alkmaar,Eredivisie,0.12,0.25,0.37,0.12,0.00,0.00,0.25,0.00,0.46,0.46,0.23,0.69,4.81,2.96,8.88,Shooting,Per 90,3.21,1.11,34.6%,0.04,0.11,16.80,0.00,0.14,-0.33,-0.33,Passing,20.47,29.10,70.3%,335.22,92.84,10.36,12.33,84.0%,8.01,10.73,74.7%,1.48,3.58,41.4%,0.18,0.99,2.10,1.23,0.00,Pass Types,27.25,1.85,0.12,0.25,0.00,3.95,0.74,0.99,0.86,0.00,0.00,0.00,0.62,Goal and Shot Creation,2.84,1.60,0.12,0.49,0.37,0.12,0.12,0.37,0.12,0.12,0.00,0.12,0.00,0.00,Defense,0.99,0.74,0.49,0.12,0.37,0.37,1.73,21.4%,1.36,0.86,0.25,0.37,1.36,1.23,0.00,Possession,45.62,1.11,6.78,15.66,24.78,5.05,45.62,5.18,2.10,40.5%,2.71,52.4%,30.33,248.79,131.79,3.08,1.48,4.32,0.99,29.71,Miscellaneous Stats,0.00,1.36,1.23,0.12,0.00,0.00,0.00,4.19,0.37,0.62,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walid Ould-Chikh,MAR,"MF,FW",26,Heracles Almelo,Eredivisie,0.12,0.49,0.61,0.12,0.00,0.00,0.12,0.00,0.02,0.02,0.22,0.24,3.40,4.37,3.64,Shooting,Per 90,0.85,0.49,57.1%,0.14,0.25,21.80,0.00,0.03,+0.10,+0.10,Passing,19.80,29.64,66.8%,373.36,127.41,7.65,10.20,75.0%,8.02,11.17,71.7%,3.28,6.32,51.9%,0.16,1.58,2.79,1.94,0.49,Pass Types,28.66,0.73,0.24,0.00,0.73,2.92,0.36,0.00,0.00,0.00,0.00,0.24,1.09,Goal and Shot Creation,4.13,3.04,0.00,0.24,0.24,0.49,0.12,0.85,0.73,0.00,0.00,0.00,0.12,0.00,Defense,2.06,1.70,0.85,1.09,0.12,1.46,1.94,75.0%,0.49,1.21,0.12,0.73,2.79,1.46,0.12,Possession,41.66,1.34,7.89,19.19,15.55,1.70,41.66,2.92,1.21,41.7%,1.34,45.8%,24.05,201.98,100.45,2.43,0.61,2.19,0.73,26.72,Miscellaneous Stats,0.00,0.97,2.92,0.00,0.00,0.00,0.00,4.01,0.49,0.61,44.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
